cik,ticker,company_name,sic_code,industry,form,fiscal_year,fiscal_period,period_end_date,filed,revenue,net_income,total_assets
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2015,Q2,20150630,20160726,20813000000,,112729000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2015,Q3,20150930,20161025,19280000000,,108649000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2016,Q1,20160331,20170425,18684000000,2014000000,118856000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2016,Q2,20160630,20170725,20238000000,2504000000,118056000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2016,Q3,20160930,20171031,19226000000,2853000000,115606000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2017,Q1,20170331,20180424,18155000000,1750000000,117495000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2017,Q2,20170630,20180731,19289000000,2331000000,120495000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2017,Q3,20170930,20181030,19153000000,2726000000,121636000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2018,Q1,20180331,20190430,19072000000,1679000000,125285000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2018,Q2,20180630,20190730,20003000000,2404000000,121622000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2018,Q3,20180930,20191030,18756000000,2694000000,121990000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2019,Q1,20190331,20200428,18182000000,1591000000,130926000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2019,Q2,20190630,20200728,19161000000,2498000000,154652000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2019,Q3,20190930,20201027,18028000000,1672000000,149620000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2020,Q1,20200331,20210427,17571000000,1175000000,153403000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2020,Q2,20200630,20210727,18123000000,1361000000,154200000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2020,Q3,20200930,20211105,17560000000,1698000000,154128000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2021,Q1,20210331,20220426,13187000000,955000000,148629000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2021,Q2,20210630,20220725,14218000000,1325000000,146814000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2021,Q3,20210930,20221025,13251000000,1130000000,144214000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2022,Q1,20220331,20230425,14197000000,733000000,133275000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2022,Q2,20220630,20230725,15535000000,1392000000,127503000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2022,Q3,20220930,20231031,14107000000,-3196000000,125850000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2023,Q1,20230331,20240430,14252000000,927000000,133637000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2023,Q2,20230630,20240730,15475000000,1583000000,132213000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2023,Q3,20230930,20241030,14752000000,1704000000,129321000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2024,Q1,20240331,20250424,14462000000,1605000000,137169000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2024,Q2,20240630,20250724,15770000000,1834000000,133848000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2024,Q3,20240930,20251023,14968000000,-330000000,134339000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2025,Q1,20250331,20260423,14541000000,1055000000,145667000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2025,Q2,20250630,20250724,16977000000,2194000000,148585000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2025,Q3,20250930,20251023,16331000000,1744000000,146312000000
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Software & Services,10-Q,2026,Q1,20260331,20260423,15917000000,1216000000,156229000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2010,FY,20100630,20130308,43329000,-29705000,
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2011,FY,20110630,20140228,92641000,9830000,
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2012,FY,20121231,20150227,243712000,-37348000,478114000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2013,FY,20131231,20160225,424650000,-73708000,1168476000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2014,FY,20141231,20170228,682563000,-179387000,1424752000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2015,FY,20151231,20180228,1005480000,-198426000,1807052000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2016,FY,20161231,20190227,1390985000,-414249000,2033767000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2017,FY,20171231,20200220,1918494000,-116846000,3550245000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2018,FY,20181231,20210212,2608816000,-26704000,3879140000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2019,FY,20191231,20220203,3460000000,626698000,6022430000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2020,FY,20201231,20230131,4519000000,119000000,8715000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2021,FY,20211231,20240125,5896000000,230000000,10798000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2022,FY,20221231,20250130,7245000000,325000000,13299000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2023,FY,20231231,20260129,8971000000,1731000000,17387000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2024,FY,20241231,20260129,10984000000,1425000000,20383000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-K,2025,FY,20251231,20260129,13278000000,1748000000,26038000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2011,Q2,20110630,20120810,29485000,2036000,
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2011,Q3,20110930,20121031,34197000,121000,
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2012,Q1,20120331,20130508,47431000,-5640000,
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2012,Q2,20120630,20130807,56774000,-8724000,200472000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2012,Q3,20120930,20131104,64345000,-13053000,382204000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2013,Q1,20130331,20140507,85939000,-13358000,515953000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2013,Q2,20130630,20140807,102222000,-21405000,542333000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2013,Q3,20130930,20141105,111259000,-14713000,578736000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2014,Q1,20140331,20150507,139090000,-43311000,1224261000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2014,Q2,20140630,20150806,166757000,-50363000,1262243000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2014,Q3,20140930,20151104,178712000,-41050000,1304612000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2015,Q1,20150331,20160506,211964000,-58093000,1493642000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2015,Q2,20150630,20160803,246716000,-61925000,1563311000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2015,Q3,20150930,20161104,261150000,-41030000,1662888000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2016,Q1,20160331,20170505,305879000,-333332000,1874043000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2016,Q2,20160630,20170808,341312000,-49625000,1714338000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2016,Q3,20160930,20171106,357656000,-36258000,1813114000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2017,Q1,20170331,20180508,428771000,-21514000,2170263000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2017,Q2,20170630,20180808,448258000,-55804000,2924406000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2017,Q3,20170930,20181107,492372000,-22182000,3069515000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2018,Q1,20180331,20190503,589222000,10622000,3704485000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2018,Q2,20180630,20190806,631056000,-52746000,3472884000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2018,Q3,20180930,20191025,673097000,8405000,3581442000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2019,Q1,20190331,20200430,788926000,-1545000,4398895000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2019,Q2,20190630,20200730,833904000,-11079000,4602703000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2019,Q3,20190930,20201029,885833000,40598000,4756808000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2020,Q1,20200331,20210429,1046000000,48231000,6197416000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2020,Q2,20200630,20210729,1071000000,40766000,6521309000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2020,Q3,20200930,20211028,1152000000,12858000,7705459000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2021,Q1,20210331,20220428,1360000000,82440000,8822000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2021,Q2,20210630,20220728,1409000000,59000000,9187000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2021,Q3,20210930,20221027,1512000000,62890000,9478000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2022,Q1,20220331,20230427,1722000000,75000000,10993000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2022,Q2,20220630,20230727,1752000000,20000000,11102000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2022,Q3,20220930,20231026,1831000000,80000000,11106000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2023,Q1,20230331,20240506,2096000000,150000000,13614000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2023,Q2,20230630,20240725,2150000000,1044000000,14923000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2023,Q3,20230930,20241024,2288000000,242000000,15091000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2024,Q1,20240331,20250423,2603000000,347000000,17544000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2024,Q2,20240630,20250724,2627000000,262000000,18207000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2024,Q3,20240930,20251030,2797000000,432000000,18434000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2025,Q1,20250331,20260423,3088000000,460000000,20972000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2025,Q2,20250630,20250724,3215000000,385000000,22051000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2025,Q3,20250930,20251030,3407000000,502000000,21789000000
1373715,NOW,"ServiceNow, Inc.",7372,Software & Services,10-Q,2026,Q1,20260331,20260423,3770000000,469000000,24381000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2008,FY,20080731,20100916,2993000000,477000000,
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2009,FY,20090731,20110914,3109000000,447000000,4826000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2010,FY,20100731,20120913,3403000000,574000000,5198000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2011,FY,20110731,20130913,3449000000,634000000,5110000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2012,FY,20120731,20140912,3808000000,792000000,4684000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2013,FY,20130731,20150901,3946000000,858000000,5486000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2014,FY,20140731,20160901,4243000000,907000000,5201000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2015,FY,20150731,20170901,4192000000,365000000,4968000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2016,FY,20160731,20180831,4694000000,979000000,4250000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2017,FY,20170731,20190830,5196000000,985000000,4068000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2018,FY,20180731,20200831,6025000000,1329000000,5134000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2019,FY,20190731,20210908,6784000000,1557000000,6283000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2020,FY,20200731,20220902,7679000000,1826000000,10931000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2021,FY,20210731,20230901,9633000000,2062000000,15516000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2022,FY,20220731,20240904,12726000000,2066000000,27734000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2023,FY,20230731,20251120,14368000000,2384000000,27780000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2024,FY,20240731,20251120,16285000000,2963000000,32132000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-K,2025,FY,20250731,20251120,18831000000,3869000000,36958000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2008,Q3,20081031,20100916,462000000,-52000000,
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2008,Q4,20090131,20100916,773000000,85000000,
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2009,Q1,20090430,20100916,1417000000,485000000,
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2009,Q2,20090731,20100916,457000000,-71000000,4826000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2009,Q3,20091031,20120913,515000000,-70000000,4454000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2009,Q4,20100131,20120913,857000000,73000000,4778000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2010,Q1,20100430,20120913,1827000000,688000000,5427000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2010,Q2,20100731,20110914,537000000,-48000000,5198000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2010,Q3,20101031,20130913,491000000,-64000000,4943000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2010,Q4,20110131,20130913,911000000,118000000,4979000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2011,Q1,20110430,20130913,1839000000,734000000,5567000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2011,Q2,20110731,20120913,573000000,-57000000,5110000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2011,Q3,20111031,20130913,562000000,-19000000,4683000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2011,Q4,20120131,20130913,884000000,71000000,4962000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2012,Q1,20120430,20130913,2091000000,822000000,5116000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2012,Q2,20120731,20130913,567000000,4000000,4684000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2012,Q3,20121031,20140912,562000000,-19000000,4494000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2012,Q4,20130131,20140912,884000000,71000000,5089000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2013,Q1,20130430,20140912,2091000000,822000000,5810000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2013,Q2,20130731,20140912,634000000,-16000000,5486000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2013,Q3,20131031,20150901,565000000,-11000000,4068000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2013,Q4,20140131,20150901,711000000,-37000000,4718000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2014,Q1,20140430,20150901,2318000000,984000000,5610000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2014,Q2,20140731,20150901,649000000,-29000000,5201000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2014,Q3,20141031,20160901,612000000,-84000000,5038000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2014,Q4,20150131,20160901,749000000,-66000000,5245000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2015,Q1,20150430,20160901,2135000000,501000000,5295000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2015,Q2,20150731,20160901,696000000,14000000,4968000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2015,Q3,20151031,20170901,713000000,-31000000,3833000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2015,Q4,20160131,20170901,923000000,24000000,4349000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2016,Q1,20160430,20170901,2304000000,1026000000,4940000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2016,Q2,20160731,20170901,754000000,-40000000,4250000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2016,Q3,20161031,20180831,778000000,-30000000,3933000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2016,Q4,20170131,20180831,1016000000,13000000,4373000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2017,Q1,20170430,20180831,2541000000,964000000,4969000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2017,Q2,20170731,20180831,842000000,24000000,4068000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2017,Q3,20171031,20181120,910000000,-2000000,4064000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2017,Q4,20180131,20190222,1339000000,183000000,4898000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2018,Q1,20180430,20190523,2912000000,1186000000,5787000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2018,Q2,20180731,20190830,864000000,-38000000,5134000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2018,Q3,20181031,20191121,1016000000,34000000,4928000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2018,Q4,20190131,20200224,1502000000,189000000,5335000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2019,Q1,20190430,20200521,3272000000,1378000000,6917000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2019,Q2,20190731,20200831,994000000,-44000000,6283000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2019,Q3,20191031,20201119,1165000000,57000000,6183000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2019,Q4,20200131,20210223,1696000000,240000000,6701000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2020,Q1,20200430,20210525,3002000000,1084000000,7764000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2020,Q2,20200731,20200831,1816000000,445000000,10931000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2020,Q3,20201031,20211118,1323000000,198000000,9707000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2020,Q4,20210131,20220302,1576000000,20000000,14598000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2021,Q1,20210430,20220524,4173000000,1464000000,15758000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2021,Q3,20211031,20221129,2007000000,228000000,14870000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2021,Q4,20220131,20230223,2673000000,100000000,26303000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2022,Q1,20220430,20230523,5632000000,1794000000,28514000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2022,Q3,20221031,20231128,2597000000,40000000,27085000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2022,Q4,20230131,20240222,3041000000,168000000,27202000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2023,Q1,20230430,20240523,6018000000,2087000000,28921000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2023,Q3,20231031,20241121,2978000000,241000000,28488000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2023,Q4,20240131,20250225,3386000000,353000000,29688000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2024,Q1,20240430,20250522,6737000000,2389000000,31560000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2024,Q3,20241031,20251120,3283000000,197000000,33193000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2024,Q4,20250131,20260226,3963000000,471000000,31682000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2025,Q1,20250430,20260520,7754000000,2820000000,36593000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2025,Q3,20251031,20251120,3885000000,446000000,33191000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2025,Q4,20260131,20260226,4651000000,693000000,34282000000
896878,INTU,INTUIT INC.,7372,Software & Services,10-Q,2026,Q1,20260430,20260520,8558000000,3064000000,39330000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2007,FY,20080127,20100318,4097860000,797645000,
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2008,FY,20090125,20110316,3424859000,-30041000,3350727000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2009,FY,20100131,20120313,3326445000,-67987000,3585918000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2010,FY,20110130,20130312,3543309000,253146000,4495246000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2011,FY,20120129,20140313,3997930000,581090000,5552928000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2012,FY,20130127,20150312,4280159000,562536000,6412245000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2013,FY,20140126,20160317,4130000000,440000000,7250894000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2014,FY,20150125,20170301,4682000000,631000000,7201000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2015,FY,20160131,20180228,5010000000,614000000,7370000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2016,FY,20170129,20190221,6910000000,1666000000,9841000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2017,FY,20180128,20200220,9714000000,3047000000,11241000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2018,FY,20190127,20210226,11716000000,4141000000,13292000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2019,FY,20200126,20220318,10918000000,2796000000,17315000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2020,FY,20210131,20220318,16675000000,4332000000,28791000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2021,FY,20220130,20220318,26914000000,9752000000,44187000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2022,FY,20230129,20250226,26974000000,4368000000,41182000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2023,FY,20240128,20260225,60922000000,29760000000,65728000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2024,FY,20250126,20260225,130497000000,72880000000,111601000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-K,2025,FY,20260125,20260225,215938000000,120067000000,206803000000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2008,Q2,20080727,20090820,892676000,-120929000,
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2008,Q3,20081026,20091119,897655000,61748000,
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2009,Q1,20090426,20110316,664231000,-201338000,
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2009,Q2,20090726,20110316,776520000,-105302000,3298409000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2009,Q3,20091025,20110316,903206000,107577000,3463574000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2009,Q4,20100131,20110316,982488000,131076000,3585918000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2010,Q1,20100502,20120313,1001813000,137594000,3803030000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2010,Q2,20100731,20120313,811208000,-140961000,
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2010,Q3,20101031,20120313,843912000,84862000,3915579000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2010,Q4,20110130,20120313,886376000,171651000,4495246000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2011,Q1,20110501,20130312,962039000,135219000,4736744000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2011,Q2,20110731,20130312,1016517000,151573000,4864424000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2011,Q3,20111030,20130312,1066180000,178273000,5089043000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2011,Q4,20120129,20130312,953194000,116025000,5552928000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2012,Q1,20120429,20140313,924877000,60437000,5708167000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2012,Q2,20120729,20140313,1044270000,119046000,5891881000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2012,Q3,20121028,20140313,1204110000,209080000,6075144000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2012,Q4,20130127,20140313,1106902000,173973000,6412245000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2013,Q1,20130428,20150312,954739000,77891000,6279527000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2013,Q2,20130728,20150312,977238000,96448000,5569592000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2013,Q3,20131027,20150312,1053967000,118734000,5711373000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2013,Q4,20140126,20150312,1144218000,146917000,7250894000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2014,Q1,20140427,20160317,1103000000,137000000,6864663000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2014,Q2,20140727,20160317,1103000000,128000000,6933719000
1045810,NVDA,NVIDIA CORP,3674,Semiconductors,10-Q,2014,Q3,20141026,20160317,1225000000,173000000,6885869000
